,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,58248.37481479999,-62.655054046081204,g,g,4166.127183439795,4166.127183439795,1.6128820714306412e-17,-0.4819784731956318,5.660521460862313e-18,0.35095693362388103,21.463928773963854,-1.2049461829890795,0.35095693362388103,False
1,58254.321411999874,-56.70845684619417,g,g,4174.989306431428,4174.989306431428,1.4466137814414978e-17,-0.5292284894083998,5.2175325600184356e-18,0.3606721176691235,21.58205381449578,-1.323071223521005,0.3606721176691235,False
2,58310.329710599966,-0.7001582461016369,g,g,5093.0418,5093.0418,2.7161991559154955e-17,-0.2556194776604279,5.621548535043227e-18,0.2069637832999209,20.898031285125846,-0.6390486941510716,0.2069637832999209,False
3,58311.249282400124,0.21941355405579088,g,g,5146.078146776734,5146.078146776734,5.723570867370834e-17,0.06808597690164575,5.665291340593004e-18,0.09898176281680948,20.08876764872066,0.17021494225411615,0.09898176281680948,False
4,58311.25749999983,0.2276311537643778,g,g,5146.078146776734,5146.078146776734,6.127887507861938e-17,0.09772969659799813,6.2249291330761736e-18,0.101583606505337,20.014658349479777,0.2443242414949971,0.101583606505337,False
5,58311.25843749987,0.22856865380163072,g,g,5146.078146776734,5146.078146776734,6.833416735678772e-17,0.14505681938575776,5.3675946785441184e-18,0.07854920731701794,19.89634054251038,0.3626420484643944,0.07854920731701794,False
6,58311.3273494998,0.29748065373132704,g,g,5146.078146776734,5146.078146776734,5.316104724010923e-17,0.036012440112337174,6.248310565178877e-18,0.11753550559223405,20.168951490693935,0.09003110028083938,0.11753550559223405,False
7,58311.32828699984,0.29841815376857994,g,g,5146.078146776734,5146.078146776734,5.938098067073967e-17,0.08406627806935774,5.5008400242874185e-18,0.09263639573062811,20.048816895801384,0.2101656951733908,0.09263639573062811,False
8,58312.25863429997,1.2287654539031792,g,g,4174.989306431428,4174.989306431428,2.5099284747265658e-17,-0.28991974198332215,5.022546332248781e-18,0.20010714977827973,20.983781945933085,-0.7247993549583107,0.20010714977827973,False
9,58312.32719910005,1.297330253983091,g,g,4174.989306431428,4174.989306431428,3.3926314572750125e-17,-0.15904440293016364,6.003062555117583e-18,0.17694413999035688,20.656593598300187,-0.39761100732541266,0.17694413999035688,False
10,58312.342719899956,1.3128510538881528,g,g,4174.989306431428,4174.989306431428,3.792964034095439e-17,-0.11060236295294601,5.519978070922607e-18,0.14553204357602176,20.53548849835714,-0.276505907382365,0.14553204357602176,False
11,58312.34318289999,1.3133140539212036,g,g,4174.989306431428,4174.989306431428,5.130363256948198e-17,0.020567028976625323,6.415042393674228e-18,0.12504070515837554,20.20756501853321,0.051417572441565085,0.12504070515837554,False
