time,mag,magerr,band
58830.56085722027,19.004410808642824,0.26289899813439205,g
58883.35252388693,22.5103577595699,0.28775354699313704,g
58878.394190553605,22.6726784257784,0.28769357542232177,g
58846.47752388693,19.488432963487877,0.2667048894778651,g
58860.519190553605,21.024461251098312,0.2655083846973823,g
58836.7691905536,19.187211550621942,0.254669432400432,g
58864.93585722027,21.663295217228672,0.2781583262791596,g
58818.85252388693,20.76666814482387,0.27797742449008517,g
58834.10252388693,19.200237412915076,0.27621724581740315,g
58826.10252388693,20.013294000267596,0.24683784322449911,g
58821.60252388693,21.457444431296494,0.2657522123160804,g
58856.0191905536,20.441336384220016,0.2906676146453718,g
58869.81085722027,22.25746003547539,0.2479650415207811,g
58876.019190553605,22.195751984894322,0.24929795106558708,g
58838.93585722027,18.942165840236697,0.254201139901822,g
58849.43585722027,19.30491378370026,0.24695789382036124,g
58828.43585722027,19.59473058902659,0.2620407633918611,g
58843.22752388693,18.338195086516595,0.27469115621439644,g
58885.68585722027,22.314000672625234,0.24657889058841742,g
58866.93585722027,20.44871563451549,0.26753654747203204,g
58865.394190553605,19.857859797755616,0.11317468631129135,R
58842.72752388693,18.95651913171587,0.09795296820333194,R
58838.18585722027,18.935346496997372,0.07853600277386757,R
58869.769190553605,20.789517327814846,0.12237757063890921,R
58863.31085722027,20.34048129621532,0.12231843208069793,R
58822.22752388693,20.257306780400402,0.0878750163158989,R
58848.35252388693,18.964278709155707,0.12574426985611364,R
58850.93585722027,19.746574059159535,0.07991903002782617,R
58846.0191905536,18.873165767297913,0.12213791729576405,R
58827.81085722027,19.34707997115819,0.08359060873351981,R
58883.019190553605,21.27532196802565,0.08535519236615222,R
58860.644190553605,20.15170895754876,0.10603311778739376,R
58833.5191905536,18.69786099001807,0.10730321149226031,R
58871.769190553605,20.246428685703084,0.1264792072236496,R
58880.519190553605,21.022889040544946,0.10954422362042164,R
58874.769190553605,20.28873513787139,0.10435403698480542,R
58840.3941905536,18.67628133804419,0.10668304059139566,R
