,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,60045.378323250006,-0.9629846977768466,c,c,4709.200408163266,4709.200408163266,1.3013954371470487e-16,-0.26362798383089725,9.85063078251851e-18,0.07569283325684087,19.089961914956536,-0.5521197638895927,0.07569283325684087,False
1,60047.3962785,1.05497055221349,c,c,6598.54,6598.54,1.3603445921292752e-16,-0.2443883290652824,1.2841885169384157e-17,0.0944017070651447,19.0418627780425,-0.5040206269755565,0.0944017070651447,False
2,60049.3520575,3.010749552217021,c,c,6598.54,6598.54,5.4054620122953585e-17,-0.6452044439171125,1.0711874519995176e-17,0.1981676033543434,20.04390306517207,-1.5060609141051273,0.1981676033543434,False
3,60050.072247000004,3.730939052220492,c,c,6598.54,6598.54,4.404369378730243e-17,-0.734153528987072,1.3210475620880233e-17,0.2999402294611526,20.266275777846975,-1.7284336267800313,0.2999402294611526,False
4,60051.35909875,5.017790802216041,c,c,4568.22,4568.22,4.0135828861978636e-17,-0.7745050273369252,1.0777056796232736e-17,0.2685146190276396,20.367154523721606,-1.8293123726546625,0.2685146190276396,False
5,60055.3355625,8.994254552213533,c,c,6598.54,6598.54,4.392452341570024e-17,-0.7353302054754494,4.392452341570024e-18,0.1,20.269217469067915,-1.7313753180009712,0.1,True
6,60056.06702725,9.72571930221602,c,c,6598.54,6598.54,5.468243532801265e-17,-0.6401894155467325,5.468243532801265e-18,0.1,20.03136549424612,-1.4935233431791772,0.1,True
7,60057.30837075,10.967062802214059,c,c,6598.54,6598.54,3.612436972236387e-17,-0.8202369850359332,3.612436972236388e-18,0.1,20.481484417969124,-1.943642266902181,0.1,True
8,60077.27156975001,30.930261802226596,c,c,4670.867885714286,4670.867885714286,4.2165954731888166e-17,-0.7530753253647546,4.216595473188817e-18,0.1,20.31358026879118,-1.775738117724238,0.1,True
9,60079.280274000004,32.938966052221076,c,c,6598.54,6598.54,4.324525795446833e-17,-0.7420987715582754,4.3245257954468335e-18,0.1,20.28613888427498,-1.7482967332080364,0.1,True
10,60103.989017,57.64770905221667,c,c,6598.54,6598.54,9.778661227015185e-17,-0.3877578628967697,9.778661227015186e-18,0.1,19.40028661262122,-0.8624444615542757,0.1,True
11,60104.015598,57.67429005221493,c,c,6598.54,6598.54,8.951446002832206e-17,-0.4261440672952084,8.951446002832207e-18,0.1,19.496252123617314,-0.9584099725503705,0.1,True
12,60105.271526,58.930218052213604,c,c,6598.54,6598.54,5.808451302728703e-17,-0.6139769108992255,5.808451302728703e-18,0.1,19.96583423262735,-1.427992081560408,0.1,True
13,60107.2666215,60.92531355221581,c,c,6598.54,6598.54,5.597003193792933e-17,-0.6300817088150517,5.597003193792933e-18,0.1,20.006096227416922,-1.4682540763499787,0.1,True
14,60109.45644745455,63.115139506764535,c,c,6598.54,6598.54,4.153719221747237e-17,-0.7596001272804536,4.153719221747237e-18,0.1,20.329892273580423,-1.79205012251348,0.1,True
