,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,57358.49764,-101.25020343434153,g,g,4830.0,4830.0,1.446685484604946e-16,-0.20716846935036415,7.667433068406214e-18,0.053,19.082,-0.7994891795232064,0.053,False
1,57361.44975,-98.29809343434317,g,g,4830.0,4830.0,1.8212691194429246e-16,-0.1071684693503645,7.285076477771699e-18,0.04,18.832,-0.5494891795232064,0.04,False
2,57361.48112,-98.2667234343462,g,g,4830.0,4830.0,1.8671281382784025e-16,-0.0963684693503648,9.522353505219852e-18,0.051,18.805,-0.5224891795232054,0.051,False
3,57364.43856,-95.30928343434061,g,g,4830.0,4830.0,2.8891768341749473e-16,0.09323153064963563,9.245365869359831e-18,0.032,18.331,-0.048489179523205195,0.032,False
4,57364.46969,-95.27815343434486,g,g,4830.0,4830.0,2.1576158507618174e-16,-0.03356846935036373,1.0356556083656724e-17,0.048,18.648,-0.36548917952320537,0.048,False
5,57373.44365,-86.30419343434187,g,g,4830.0,4830.0,2.9239781568731797e-16,0.09843153064963417,7.602343207870266e-18,0.026,18.318,-0.03548917952320707,0.026,False
6,57373.48148,-86.26636343434075,g,g,4830.0,4830.0,2.8286168489643126e-16,0.08403153064963576,5.940095382825057e-18,0.021,18.354,-0.07148917952320488,0.021,False
7,57388.46571,-71.28213343434618,g,g,4830.0,4830.0,3.4928032620518567e-16,0.17563153064963544,9.081288481334827e-18,0.026,18.125,0.15751082047679432,0.026,False
8,57388.50082,-71.24702343434183,g,g,4830.0,4830.0,3.3479126933698827e-16,0.1572315306496357,1.0713320618783624e-17,0.032,18.171,0.11151082047679495,0.032,False
9,57400.51207,-59.2357734343459,g,g,4830.0,4830.0,3.5906586795386243e-16,0.1876315306496359,7.540383227031111e-18,0.021,18.095,0.18751082047679546,0.021,False
10,57420.46593,-39.28191343434446,g,g,4830.0,4830.0,3.4928032620518567e-16,0.17563153064963544,8.732008155129642e-18,0.025,18.125,0.15751082047679432,0.025,False
11,57420.50797,-39.23987343434419,g,g,4830.0,4830.0,3.407015614541629e-16,0.16483153064963574,9.539643720716561e-18,0.028,18.152,0.1305108204767933,0.028,False
12,57423.46453,-36.28331343434547,g,g,4830.0,4830.0,2.5678764474977274e-16,0.04203153064963594,1.2582594592738864e-17,0.049,18.459,-0.1764891795232053,0.049,False
13,57423.50666,-36.24118343434384,g,g,4830.0,4830.0,2.718780359843267e-16,0.06683153064963676,1.22345116192947e-17,0.045,18.397,-0.11448917952320414,0.045,False
14,57426.44302,-33.304823434344144,g,g,4830.0,4830.0,3.311113926936032e-16,0.15243153064963622,9.27111899542089e-18,0.028,18.183,0.09951082047679449,0.028,False
15,57426.48159,-33.26625343433989,g,g,4830.0,4830.0,3.3172188453028545e-16,0.15323153064963435,9.288212766847993e-18,0.028,18.181,0.10151082047679338,0.028,False
